,0
5797,0
5798,0
5799,2
5800,2
5801,0
5802,0
5803,0
5804,0
5805,0
5806,0
5807,0
5808,0
5809,0
5810,2
5811,1
5812,1
5813,1
5814,1
5815,1
5816,1
5817,1
5818,1
5819,1
5820,1
5821,2
5822,0
5823,0
5824,2
5825,2
5826,1
5827,0
5828,0
5829,0
5830,2
5831,0
5832,0
5833,0
5834,2
5835,1
5836,0
5837,0
5838,2
5839,0
5840,1
5841,1
5842,1
5843,1
5844,0
5845,0
5846,2
5847,2
5848,1
5849,1
5850,1
5851,0
5852,1
5853,0
5854,1
5855,2
5856,1
5857,1
5858,1
5859,1
5860,1
5861,0
5862,1
5863,1
5864,1
5865,1
5866,1
5867,1
5868,0
5869,0
5870,0
5871,0
5872,1
5873,0
5874,0
5875,0
5876,0
5877,0
5878,0
5879,0
5880,2
5881,0
5882,2
5883,2
5884,0
5885,1
5886,0
5887,0
5888,1
5889,1
5890,0
5891,1
5892,0
5893,1
5894,2
5895,1
5896,1
5897,1
5898,0
5899,1
5900,1
5901,1
5902,0
5903,1
5904,0
5905,1
5906,1
5907,0
5908,1
5909,1
5910,0
5911,0
5912,1
5913,1
5914,1
5915,2
5916,1
5917,1
5918,1
5919,0
5920,0
5921,2
5922,0
5923,2
5924,0
5925,2
5926,0
5927,0
5928,0
5929,2
5930,0
5931,0
5932,2
5933,0
5934,1
5935,1
5936,1
5937,1
5938,0
5939,2
5940,0
5941,2
5942,0
5943,0
5944,1
5945,0
5946,0
5947,0
5948,0
5949,1
5950,1
5951,1
5952,0
5953,0
5954,1
5955,0
5956,2
5957,0
5958,2
5959,1
5960,0
5961,0
5962,2
5963,2
5964,0
5965,1
5966,0
5967,0
5968,0
5969,2
5970,1
5971,1
5972,2
5973,1
5974,0
5975,0
5976,2
5977,0
5978,1
5979,0
5980,2
5981,2
5982,1
5983,1
5984,2
5985,0
5986,0
5987,0
5988,2
5989,0
5990,0
5991,0
5992,2
5993,2
5994,0
5995,1
5996,0
5997,2
5998,1
5999,1
6000,0
6001,0
6002,0
6003,2
6004,2
6005,1
6006,1
6007,1
6008,1
6009,1
6010,0
6011,0
6012,2
6013,0
6014,1
6015,1
6016,1
6017,1
6018,2
6019,1
6020,2
6021,0
6022,0
6023,0
6024,2
6025,1
6026,0
6027,0
6028,0
6029,2
6030,1
6031,2
6032,2
6033,0
6034,0
6035,0
6036,0
6037,0
6038,0
6039,1
6040,1
6041,0
6042,1
6043,2
6044,2
6045,0
6046,0
6047,1
6048,0
6049,1
6050,0
6051,0
6052,0
6053,2
6054,0
6055,2
6056,0
6057,0
6058,0
6059,0
6060,1
6061,2
6062,0
6063,0
6064,0
6065,0
6066,0
6067,0
6068,0
6069,0
6070,0
6071,0
6072,0
6073,0
6074,0
6075,0
6076,1
6077,0
6078,1
6079,0
6080,1
6081,0
6082,1
6083,0
6084,0
6085,2
6086,2
6087,1
6088,2
6089,2
6090,1
6091,0
6092,1
6093,0
6094,1
6095,1
6096,2
6097,2
6098,0
6099,0
6100,0
6101,2
6102,1
6103,1
6104,0
6105,0
6106,2
6107,0
6108,2
6109,0
6110,0
6111,1
6112,2
6113,1
6114,0
6115,0
6116,2
6117,0
6118,0
6119,1
6120,2
6121,2
6122,0
6123,1
6124,1
6125,1
6126,1
6127,1
6128,2
6129,1
6130,2
6131,0
6132,1
6133,0
6134,2
6135,0
6136,0
6137,0
6138,1
6139,0
6140,0
6141,1
6142,1
6143,0
6144,0
6145,1
6146,0
6147,0
6148,0
6149,0
6150,2
6151,2
6152,2
6153,1
6154,1
6155,0
6156,0
6157,0
6158,1
6159,0
6160,0
6161,2
6162,0
6163,2
6164,0
6165,2
6166,1
6167,0
6168,1
6169,0
6170,2
6171,2
6172,0
6173,2
6174,0
6175,2
6176,1
6177,0
6178,0
6179,1
6180,1
6181,0
6182,1
6183,1
6184,0
6185,1
6186,0
6187,0
6188,0
6189,0
6190,0
6191,0
6192,2
6193,0
6194,0
6195,0
6196,0
6197,0
6198,0
6199,0
6200,2
6201,2
6202,1
6203,0
6204,0
6205,0
6206,0
6207,0
6208,2
6209,0
6210,0
6211,0
6212,0
6213,0
6214,2
6215,2
6216,0
6217,2
6218,0
6219,1
6220,2
6221,2
6222,0
6223,2
6224,2
6225,2
6226,1
6227,1
6228,1
6229,1
6230,1
6231,0
6232,1
6233,1
6234,2
6235,1
6236,1
6237,1
6238,1
6239,1
6240,0
6241,0
6242,2
6243,2
6244,1
6245,0
6246,0
6247,1
6248,0
6249,0
6250,0
6251,0
6252,0
6253,2
6254,0
6255,0
6256,0
6257,1
6258,1
6259,1
6260,1
6261,1
6262,0
6263,1
6264,1
6265,2
6266,1
6267,1
6268,1
6269,2
6270,1
6271,2
6272,2
6273,0
6274,0
6275,0
6276,0
6277,0
6278,0
6279,2
6280,0
6281,2
6282,0
6283,1
6284,0
6285,0
6286,1
6287,2
6288,2
6289,0
6290,1
6291,1
6292,1
6293,1
6294,0
6295,0
6296,0
6297,1
6298,0
6299,2
6300,0
6301,1
6302,2
6303,1
6304,2
6305,2
6306,1
6307,1
6308,0
6309,1
6310,0
6311,2
6312,0
6313,1
6314,0
6315,0
6316,1
6317,1
6318,0
6319,0
6320,2
6321,1
6322,1
6323,2
6324,1
6325,0
6326,0
6327,2
6328,2
6329,1
6330,1
6331,1
6332,1
6333,1
6334,1
6335,1
6336,2
6337,1
6338,1
6339,1
6340,2
6341,2
6342,1
6343,0
6344,1
6345,0
6346,1
6347,1
6348,1
6349,1
6350,1
6351,1
6352,1
6353,1
6354,0
6355,1
6356,1
6357,0
6358,2
6359,1
6360,1
6361,1
6362,1
6363,2
6364,0
6365,1
6366,0
6367,0
6368,1
6369,1
6370,1
6371,0
6372,0
6373,1
6374,0
6375,0
6376,0
6377,1
6378,2
6379,2
6380,1
6381,1
6382,1
6383,0
6384,2
6385,0
6386,1
6387,0
6388,0
6389,2
6390,1
6391,1
6392,1
6393,1
6394,1
6395,1
6396,1
6397,1
6398,0
6399,1
6400,1
6401,1
6402,1
6403,0
6404,0
6405,0
6406,2
6407,2
6408,0
6409,2
6410,1
6411,1
6412,0
6413,0
6414,0
6415,2
6416,2
6417,2
6418,0
6419,0
6420,1
6421,1
6422,1
6423,2
6424,0
6425,0
6426,1
6427,0
6428,0
6429,2
6430,2
6431,2
6432,1
6433,1
6434,1
6435,1
6436,1
6437,1
6438,1
6439,1
6440,2
6441,0
6442,0
6443,1
6444,2
6445,1
6446,1
6447,0
6448,0
6449,0
6450,0
6451,0
6452,0
6453,2
6454,1
6455,0
6456,0
6457,2
6458,0
6459,0
6460,0
6461,2
6462,0
6463,1
6464,1
6465,1
6466,2
6467,2
6468,0
6469,0
6470,0
6471,0
6472,0
6473,0
6474,0
6475,0
6476,0
6477,0
6478,2
6479,0
6480,0
6481,0
6482,0
6483,0
6484,0
6485,1
6486,1
6487,2
6488,2
6489,0
6490,0
6491,0
6492,2
6493,0
6494,0
6495,2
6496,0
6497,0
6498,0
6499,0
6500,0
6501,2
6502,1
6503,2
6504,2
6505,1
6506,0
6507,0
6508,0
6509,1
6510,1
6511,1
6512,1
6513,1
6514,0
6515,0
6516,1
6517,1
6518,2
6519,1
6520,1
6521,0
6522,2
6523,2
6524,2
6525,0
6526,0
6527,0
6528,0
6529,0
6530,0
6531,0
6532,2
6533,2
6534,1
6535,0
6536,0
6537,2
6538,2
6539,0
6540,2
6541,0
6542,2
6543,0
6544,0
6545,0
6546,2
6547,2
6548,0
6549,0
6550,0
6551,0
6552,0
6553,1
6554,1
6555,2
6556,2
6557,1
6558,1
6559,1
6560,0
6561,2
6562,0
6563,0
6564,2
6565,2
6566,0
6567,0
6568,0
6569,2
6570,2
6571,2
6572,0
6573,0
6574,1
6575,0
6576,0
6577,0
6578,2
6579,1
6580,1
6581,0
6582,1
6583,0
6584,1
6585,0
6586,0
6587,0
6588,0
6589,2
6590,0
6591,1
6592,2
6593,2
6594,0
6595,1
6596,2
6597,1
6598,1
6599,0
6600,0
6601,2
6602,0
6603,1
6604,0
6605,1
6606,0
6607,0
6608,2
6609,1
6610,0
6611,2
6612,0
6613,1
6614,0
6615,2
6616,2
6617,0
6618,1
6619,1
6620,1
6621,1
6622,2
6623,1
6624,0
6625,2
6626,0
6627,1
6628,2
6629,1
6630,2
6631,0
6632,2
6633,2
6634,1
6635,1
6636,2
6637,0
6638,0
6639,0
6640,2
6641,2
6642,0
6643,2
6644,1
6645,1
6646,0
6647,0
6648,1
6649,1
6650,0
6651,2
6652,0
6653,1
6654,1
6655,0
6656,0
6657,0
6658,0
6659,0
6660,0
6661,1
6662,1
6663,1
6664,1
6665,1
6666,1
6667,1
6668,1
6669,2
6670,2
6671,0
6672,1
6673,0
6674,2
6675,1
6676,0
6677,2
6678,2
6679,1
6680,1
6681,1
6682,0
6683,0
6684,0
6685,2
6686,1
6687,0
6688,2
6689,2
6690,1
6691,2
6692,2
6693,1
6694,0
6695,0
6696,0
6697,1
6698,1
6699,1
6700,1
6701,1
6702,1
6703,1
6704,0
6705,1
6706,2
6707,0
6708,0
6709,0
6710,0
6711,0
6712,0
6713,0
6714,0
6715,1
6716,0
6717,0
6718,2
6719,2
6720,1
6721,1
6722,0
6723,0
6724,0
6725,0
6726,0
6727,0
6728,0
6729,2
6730,0
6731,0
6732,1
6733,0
6734,0
6735,0
6736,2
6737,2
6738,2
6739,1
6740,0
6741,1
6742,0
6743,2
6744,2
6745,1
6746,0
6747,2
6748,1
6749,1
6750,1
6751,2
6752,1
6753,1
6754,1
6755,1
6756,0
6757,0
6758,2
6759,2
6760,0
6761,0
6762,1
6763,0
6764,0
6765,0
6766,0
6767,2
6768,0
6769,1
6770,0
6771,1
6772,2
6773,1
6774,1
6775,0
6776,1
6777,2
6778,0
6779,0
6780,1
6781,1
6782,2
6783,2
6784,0
6785,1
6786,0
6787,0
6788,0
6789,0
6790,2
6791,0
6792,0
6793,0
6794,0
6795,0
6796,0
6797,0
6798,2
6799,0
6800,1
6801,2
6802,2
6803,0
6804,0
6805,1
6806,2
6807,2
6808,1
6809,0
6810,0
6811,1
6812,2
6813,0
6814,2
6815,2
6816,0
6817,0
6818,0
6819,2
6820,0
6821,1
6822,1
6823,0
6824,0
6825,0
6826,0
6827,1
6828,2
6829,1
6830,1
6831,1
6832,2
6833,1
6834,1
6835,1
6836,0
6837,2
6838,2
6839,2
6840,1
6841,2
6842,1
6843,0
6844,0
6845,0
6846,2
6847,0
6848,2
6849,0
6850,2
6851,2
6852,1
6853,1
6854,2
6855,1
6856,0
6857,1
6858,0
6859,2
6860,1
6861,2
6862,0
6863,0
6864,2
6865,0
6866,1
6867,0
6868,0
6869,1
6870,1
6871,1
6872,2
6873,2
6874,1
6875,1
6876,0
6877,2
6878,1
6879,0
6880,0
6881,2
6882,0
6883,1
6884,1
6885,1
6886,1
6887,0
6888,1
6889,1
6890,1
6891,2
6892,2
6893,0
6894,2
6895,2
6896,2
6897,2
6898,1
6899,1
6900,1
6901,1
6902,1
6903,1
6904,2
6905,1
6906,1
6907,1
6908,1
6909,2
6910,1
6911,1
6912,1
6913,2
6914,2
6915,0
6916,0
6917,0
6918,2
6919,1
6920,0
6921,0
6922,0
6923,1
6924,0
6925,0
6926,0
6927,0
6928,1
6929,0
6930,2
6931,2
6932,2
6933,0
6934,2
6935,0
6936,2
6937,2
6938,0
6939,0
6940,0
6941,1
6942,2
6943,2
6944,2
6945,2
6946,2
6947,2
6948,0
6949,0
6950,1
6951,1
6952,2
6953,0
6954,0
6955,0
6956,1
6957,2
6958,2
6959,1
6960,1
6961,1
6962,2
6963,2
6964,0
6965,2
6966,0
6967,2
6968,2
6969,1
6970,0
6971,2
6972,2
6973,1
6974,2
6975,2
6976,0
6977,0
6978,0
6979,0
6980,0
6981,1
6982,1
6983,0
6984,2
6985,1
6986,1
6987,1
6988,0
6989,1
6990,0
6991,0
6992,1
6993,1
6994,1
6995,2
6996,0
6997,1
6998,1
6999,1
7000,1
7001,2
7002,0
7003,0
7004,1
7005,2
7006,1
7007,1
7008,2
7009,2
7010,2
7011,1
7012,1
7013,1
7014,1
7015,2
7016,2
7017,0
7018,0
7019,0
7020,0
7021,0
7022,2
7023,0
7024,2
7025,1
7026,1
7027,1
7028,2
7029,2
7030,0
7031,0
7032,2
7033,1
7034,0
7035,0
7036,2
7037,0
7038,2
7039,2
7040,2
7041,2
7042,0
7043,1
7044,1
7045,0
7046,0
7047,1
7048,1
7049,1
7050,0
7051,2
7052,0
7053,0
7054,1
7055,0
7056,0
7057,2
7058,2
7059,2
7060,1
7061,1
7062,1
7063,2
7064,1
7065,1
7066,2
7067,1
7068,2
7069,0
7070,1
7071,0
7072,1
7073,1
7074,1
7075,2
7076,2
7077,0
7078,0
7079,1
7080,1
7081,1
7082,0
7083,1
7084,1
7085,2
7086,1
7087,1
7088,1
7089,0
7090,1
7091,1
7092,2
7093,1
7094,2
7095,1
7096,1
7097,0
7098,0
7099,0
7100,1
7101,0
7102,2
7103,2
7104,0
7105,1
7106,0
7107,0
7108,1
7109,1
7110,1
7111,1
7112,1
7113,0
7114,0
7115,0
7116,2
7117,1
7118,0
7119,2
7120,1
7121,2
7122,0
7123,1
7124,1
7125,1
7126,2
7127,1
7128,0
7129,1
7130,1
7131,1
7132,0
7133,1
7134,2
7135,2
7136,1
7137,1
7138,0
7139,2
7140,2
7141,0
7142,1
7143,0
7144,2
7145,1
7146,1
7147,0
7148,1
7149,1
7150,1
7151,1
7152,1
7153,1
7154,0
7155,0
7156,0
7157,1
7158,1
7159,0
7160,0
7161,1
7162,1
7163,1
7164,2
7165,0
7166,1
7167,1
7168,1
7169,0
7170,0
7171,1
7172,1
7173,0
7174,1
7175,1
7176,1
7177,0
7178,0
7179,0
7180,2
7181,0
7182,1
7183,0
7184,0
7185,1
7186,1
7187,2
7188,1
7189,0
7190,2
7191,2
7192,0
7193,0
7194,0
7195,0
7196,0
7197,0
7198,1
7199,0
7200,0
7201,2
7202,1
7203,2
7204,0
7205,0
7206,2
7207,2
7208,0
7209,0
7210,0
7211,1
7212,1
7213,2
7214,0
7215,1
7216,1
7217,2
7218,1
7219,2
7220,0
7221,0
7222,1
7223,0
7224,1
7225,2
7226,2
7227,0
7228,0
7229,0
7230,0
7231,2
7232,0
7233,1
7234,0
7235,0
7236,0
7237,2
7238,0
7239,1
7240,0
7241,1
7242,2
7243,1
7244,0
7245,2
7246,1
7247,2
7248,2
7249,1
7250,0
7251,0
7252,1
7253,1
7254,2
7255,0
7256,1
7257,1
7258,1
7259,1
7260,1
7261,1
7262,1
7263,0
7264,1
7265,1
7266,1
7267,2
7268,1
7269,1
7270,1
7271,1
7272,1
7273,0
7274,0
7275,0
7276,1
7277,1
7278,0
7279,2
7280,1
7281,2
7282,2
7283,0
7284,0
7285,0
7286,0
7287,2
7288,1
7289,1
7290,0
7291,1
7292,1
7293,1
7294,0
7295,2
7296,2
7297,0
7298,0
7299,0
7300,2
7301,1
7302,2
7303,2
7304,0
7305,1
7306,0
7307,1
7308,1
7309,1
7310,1
7311,1
7312,1
7313,2
7314,1
7315,1
7316,0
7317,0
7318,1
7319,1
7320,2
7321,1
7322,1
7323,1
7324,1
7325,0
7326,1
7327,1
7328,1
7329,1
7330,0
7331,2
7332,2
7333,0
7334,0
7335,0
7336,0
7337,1
7338,0
7339,0
7340,0
7341,1
7342,0
7343,0
7344,2
7345,2
7346,0
7347,0
7348,0
7349,2
7350,1
7351,0
7352,1
7353,1
7354,2
7355,1
7356,0
7357,2
7358,2
7359,0
7360,0
7361,0
7362,1
7363,1
7364,1
7365,0
7366,1
7367,1
7368,1
7369,1
7370,1
7371,1
7372,0
7373,1
7374,1
7375,1
7376,1
7377,0
7378,2
7379,1
7380,1
7381,1
7382,0
7383,0
7384,1
7385,0
7386,0
7387,1
7388,2
7389,2
7390,1
7391,1
7392,0
7393,0
7394,1
7395,0
7396,0
7397,0
7398,2
7399,0
7400,0
7401,0
7402,0
7403,0
7404,2
7405,2
7406,0
7407,0
7408,1
7409,0
7410,0
7411,0
7412,1
7413,1
7414,0
7415,1
7416,0
7417,1
7418,0
7419,0
7420,0
7421,2
7422,0
7423,0
7424,2
7425,1
7426,1
7427,1
7428,1
7429,2
7430,1
7431,0
7432,1
7433,0
7434,2
7435,0
7436,0
7437,1
7438,2
7439,1
7440,0
7441,1
7442,0
7443,1
7444,1
7445,1
7446,1
7447,0
7448,0
7449,1
7450,2
7451,2
7452,2
7453,1
7454,1
7455,2
7456,2
7457,2
7458,2
7459,1
7460,2
7461,2
7462,2
7463,1
7464,0
7465,0
7466,2
7467,2
7468,2
7469,1
7470,1
7471,1
7472,1
7473,1
7474,1
7475,1
7476,1
7477,0
7478,0
7479,0
7480,1
7481,1
7482,2
7483,0
7484,0
7485,0
7486,2
7487,1
7488,2
7489,2
7490,1
7491,1
7492,1
7493,1
7494,1
7495,1
7496,0
7497,0
7498,0
7499,1
7500,2
7501,1
7502,0
7503,0
7504,1
7505,2
7506,2
7507,2
7508,1
7509,1
7510,1
7511,1
7512,1
7513,1
7514,1
7515,1
7516,1
7517,1
7518,2
7519,1
7520,1
7521,2
7522,1
7523,0
7524,2
7525,2
7526,0
7527,0
7528,0
7529,2
7530,1
7531,0
7532,0
7533,0
7534,0
7535,0
7536,2
7537,0
7538,1
7539,0
7540,0
7541,2
7542,0
7543,2
7544,2
7545,1
7546,2
7547,0
7548,1
7549,1
7550,2
7551,1
7552,2
7553,0
7554,0
7555,0
7556,0
7557,0
7558,0
7559,2
7560,1
7561,2
7562,1
7563,0
7564,1
7565,1
7566,0
7567,0
7568,0
7569,1
7570,2
7571,1
7572,0
7573,2
7574,1
7575,1
7576,1
7577,1
7578,1
7579,2
7580,1
7581,0
7582,1
7583,2
7584,1
7585,1
7586,1
7587,2
7588,2
7589,1
7590,1
7591,2
7592,0
7593,1
7594,1
7595,1
7596,1
7597,0
7598,0
7599,0
7600,0
7601,1
7602,0
7603,2
7604,2
7605,0
7606,1
7607,2
7608,1
7609,1
7610,1
7611,1
7612,1
7613,1
7614,1
7615,0
7616,1
7617,0
7618,1
7619,2
7620,0
7621,0
7622,2
7623,0
7624,2
7625,1
7626,1
7627,2
7628,2
7629,1
7630,1
7631,0
7632,2
7633,0
7634,0
7635,0
7636,0
7637,0
7638,0
7639,1
7640,0
7641,1
7642,1
7643,1
7644,0
7645,1
7646,0
7647,0
7648,0
7649,1
7650,1
7651,1
7652,0
7653,2
7654,2
7655,1
7656,2
7657,1
7658,1
7659,1
7660,1
7661,1
7662,0
7663,1
7664,0
7665,0
7666,0
7667,1
7668,2
7669,1
7670,2
7671,0
7672,1
7673,0
7674,2
7675,0
7676,0
7677,0
7678,1
7679,1
7680,1
7681,0
7682,1
7683,0
7684,2
7685,2
7686,0
7687,1
7688,0
7689,0
7690,0
7691,1
7692,0
7693,2
7694,1
7695,0
7696,2
7697,0
7698,2
7699,2
7700,2
7701,2
7702,1
7703,0
7704,1
7705,1
7706,1
7707,1
7708,1
7709,1
7710,0
7711,1
7712,1
7713,0
7714,2
7715,0
7716,1
7717,1
7718,1
7719,0
7720,1
7721,0
7722,1
7723,0
7724,0
7725,2
7726,0
7727,0
7728,0
7729,0
7730,0
7731,0
7732,2
7733,2
7734,0
7735,2
7736,0
7737,0
7738,0
7739,0
7740,0
7741,0
7742,0
7743,2
7744,2
7745,2
7746,1
7747,2
7748,2
7749,1
7750,1
7751,1
7752,1
7753,1
7754,1
7755,2
7756,1
7757,1
7758,1
7759,1
7760,1
7761,1
7762,0
7763,0
7764,2
7765,1
7766,1
7767,1
7768,1
7769,1
7770,0
7771,0
7772,0
7773,1
7774,0
7775,0
7776,2
7777,0
7778,0
7779,0
7780,0
7781,0
7782,0
7783,0
7784,0
7785,0
7786,0
7787,0
7788,0
7789,0
7790,0
7791,2
7792,0
7793,2
7794,0
7795,2
7796,0
7797,0
7798,0
7799,2
7800,2
7801,0
7802,0
7803,0
7804,1
7805,1
7806,0
7807,0
7808,0
7809,0
7810,0
7811,2
7812,2
7813,2
7814,2
7815,2
7816,0
7817,2
7818,0
7819,2
7820,2
7821,2
7822,2
7823,0
7824,0
7825,0
7826,0
7827,0
7828,1
7829,0
7830,2
7831,1
7832,1
7833,1
7834,1
7835,1
7836,1
7837,1
7838,1
7839,1
7840,2
7841,1
7842,0
7843,0
7844,0
7845,0
7846,0
7847,0
7848,2
7849,0
7850,0
7851,1
7852,2
7853,2
7854,1
7855,1
7856,1
7857,1
7858,1
7859,0
7860,0
7861,1
7862,0
7863,1
7864,1
7865,2
7866,2
7867,1
7868,1
7869,1
7870,1
7871,0
7872,1
7873,1
7874,1
7875,1
7876,1
7877,1
7878,0
7879,0
7880,0
7881,2
7882,0
7883,1
7884,0
7885,1
7886,0
7887,0
7888,0
7889,0
7890,0
7891,2
7892,2
7893,1
7894,2
7895,1
7896,1
7897,0
7898,0
7899,0
7900,1
7901,1
7902,2
7903,1
7904,2
7905,0
7906,1
7907,1
7908,0
7909,0
7910,1
7911,0
7912,0
7913,0
7914,1
7915,0
7916,0
7917,1
7918,0
7919,1
7920,2
7921,0
7922,0
7923,0
7924,1
7925,0
7926,1
7927,0
7928,2
7929,2
7930,0
7931,1
7932,1
7933,2
7934,0
7935,0
7936,2
7937,1
7938,0
7939,2
7940,0
7941,0
7942,0
7943,0
7944,2
7945,0
7946,2
7947,0
7948,0
7949,2
7950,1
7951,1
7952,2
7953,0
7954,0
7955,0
7956,2
7957,0
7958,2
7959,1
7960,1
7961,0
7962,2
7963,1
7964,1
7965,0
7966,1
7967,0
7968,2
7969,0
7970,2
7971,1
7972,0
7973,0
7974,2
7975,1
7976,0
7977,1
7978,1
7979,0
7980,0
7981,2
7982,2
7983,0
7984,0
7985,0
7986,2
7987,1
7988,1
7989,1
7990,2
7991,0
7992,0
7993,1
7994,0
7995,0
7996,1
7997,2
7998,2
7999,1
8000,0
8001,0
8002,0
8003,0
8004,1
8005,0
8006,1
8007,1
8008,1
8009,1
8010,0
8011,2
8012,1
8013,2
8014,0
8015,0
8016,1
8017,0
8018,1
8019,0
8020,1
8021,2
8022,0
8023,0
8024,1
8025,2
8026,0
8027,0
8028,1
8029,0
8030,1
8031,0
8032,1
8033,1
8034,0
8035,0
8036,0
8037,1
8038,1
8039,1
8040,1
8041,0
8042,1
8043,0
8044,1
8045,1
8046,0
8047,2
8048,2
8049,0
8050,0
8051,2
8052,0
8053,0
8054,2
8055,2
8056,2
8057,0
8058,1
8059,0
8060,1
8061,2
8062,1
8063,1
8064,1
8065,2
8066,0
8067,0
8068,0
8069,0
8070,0
8071,2
8072,2
8073,1
8074,0
8075,0
8076,0
8077,1
8078,2
8079,0
8080,0
8081,0
8082,0
8083,2
8084,0
8085,2
8086,1
8087,0
8088,1
8089,2
8090,2
8091,0
8092,1
8093,1
8094,2
8095,0
8096,2
8097,2
8098,0
8099,2
8100,2
8101,1
8102,0
8103,1
8104,0
8105,0
8106,0
8107,1
8108,0
8109,0
8110,1
8111,0
8112,0
8113,1
8114,2
8115,2
8116,0
8117,2
8118,2
8119,0
8120,1
8121,1
8122,1
8123,2
8124,2
8125,0
8126,1
8127,0
8128,0
8129,0
8130,0
8131,1
8132,1
8133,1
8134,1
8135,0
8136,1
8137,1
8138,1
8139,1
8140,2
8141,0
8142,1
8143,0
8144,1
8145,1
8146,1
8147,2
8148,0
8149,1
8150,1
8151,2
8152,2
8153,0
8154,2
8155,2
8156,0
8157,2
8158,2
8159,0
8160,2
8161,1
8162,1
8163,1
8164,0
8165,1
8166,1
8167,1
8168,1
8169,2
8170,2
8171,1
8172,1
8173,1
8174,0
8175,0
8176,0
8177,0
8178,2
8179,0
8180,2
8181,0
8182,1
8183,0
8184,1
8185,1
8186,1
8187,1
8188,1
8189,1
8190,1
8191,2
8192,2
8193,1
8194,0
8195,0
8196,0
8197,0
8198,0
8199,0
8200,0
8201,0
8202,1
8203,1
8204,0
8205,2
8206,0
8207,1
8208,1
8209,1
8210,1
8211,2
8212,0
8213,0
8214,0
8215,0
8216,0
8217,0
8218,0
8219,0
8220,0
8221,0
8222,0
8223,0
8224,1
8225,0
8226,0
8227,0
8228,1
8229,2
8230,0
8231,2
8232,1
8233,1
8234,2
8235,2
8236,2
8237,0
8238,0
8239,1
8240,1
8241,1
8242,2
8243,0
8244,0
8245,0
8246,0
8247,0
8248,0
8249,2
8250,0
8251,2
8252,2
8253,0
8254,0
8255,2
8256,1
8257,1
8258,0
8259,0
8260,0
8261,1
8262,0
8263,0
8264,0
8265,0
8266,0
8267,0
8268,2
8269,1
8270,1
8271,1
8272,1
8273,1
8274,1
8275,1
8276,1
8277,1
8278,1
8279,1
8280,2
8281,1
8282,1
8283,1
8284,1
8285,2
8286,0
8287,0
8288,0
8289,0
8290,0
8291,0
8292,0
8293,0
8294,0
8295,0
8296,0
8297,1
8298,1
8299,0
8300,1
8301,2
8302,0
8303,0
8304,0
8305,1
8306,0
8307,1
8308,2
8309,0
8310,0
8311,1
8312,1
8313,0
8314,2
8315,1
8316,0
8317,2
8318,0
8319,2
8320,1
8321,1
8322,1
8323,0
8324,2
8325,0
8326,2
8327,2
8328,2
8329,0
8330,2
8331,1
8332,1
8333,1
8334,1
8335,1
8336,1
8337,0
8338,1
8339,0
8340,2
8341,2
8342,0
8343,2
8344,0
8345,0
8346,1
8347,0
8348,2
8349,1
8350,1
8351,1
8352,1
8353,2
8354,1
8355,0
8356,0
8357,2
8358,0
8359,0
8360,2
8361,1
8362,1
8363,1
8364,1
8365,1
8366,0
8367,2
8368,2
8369,1
8370,1
8371,1
8372,0
8373,0
8374,1
8375,0
8376,0
8377,1
8378,2
8379,0
8380,2
8381,0
8382,1
8383,2
8384,1
8385,1
8386,0
8387,2
8388,2
8389,0
8390,2
8391,0
8392,0
8393,2
8394,1
8395,1
8396,2
8397,0
8398,2
8399,2
8400,1
8401,0
8402,0
8403,2
8404,0
8405,0
8406,0
8407,0
8408,0
8409,0
8410,1
8411,2
8412,0
8413,0
8414,1
8415,1
8416,0
8417,0
8418,0
8419,0
8420,0
8421,0
8422,2
8423,2
8424,2
8425,0
8426,2
8427,2
8428,2
8429,0
8430,0
8431,0
8432,0
8433,0
8434,2
8435,0
8436,0
8437,0
8438,0
8439,0
8440,1
8441,1
8442,0
8443,0
8444,0
8445,0
8446,2
8447,2
8448,0
8449,1
8450,1
8451,2
8452,2
8453,2
8454,0
8455,0
8456,0
8457,0
8458,0
8459,0
8460,1
8461,1
8462,2
8463,0
8464,0
8465,1
8466,1
8467,0
8468,2
8469,1
8470,0
8471,0
8472,1
8473,0
8474,2
8475,1
8476,1
8477,1
8478,1
8479,1
8480,1
8481,1
8482,1
8483,0
8484,0
8485,1
8486,1
8487,1
8488,0
8489,0
8490,0
8491,0
8492,0
8493,0
8494,0
8495,2
8496,2
8497,2
8498,2
8499,0
8500,1
8501,0
8502,0
8503,0
8504,0
8505,0
8506,0
8507,0
8508,2
8509,0
8510,1
8511,0
8512,0
8513,0
8514,0
8515,0
8516,0
8517,0
8518,0
8519,0
8520,2
8521,2
8522,2
8523,2
8524,0
8525,0
8526,0
8527,0
8528,0
8529,0
8530,0
8531,0
8532,0
8533,0
8534,1
8535,2
8536,0
8537,0
8538,0
8539,0
8540,0
8541,0
8542,0
8543,2
8544,2
8545,1
8546,2
8547,2
8548,0
8549,1
8550,2
8551,2
8552,0
8553,2
8554,1
8555,1
8556,1
8557,1
8558,0
8559,1
8560,1
8561,0
8562,0
8563,0
8564,0
8565,2
8566,0
8567,1
8568,2
8569,1
8570,2
8571,2
8572,2
8573,0
8574,0
8575,1
8576,0
8577,0
8578,2
8579,0
8580,1
8581,0
8582,0
8583,2
8584,2
8585,2
8586,1
8587,1
8588,2
8589,2
8590,0
8591,1
8592,0
8593,1
8594,2
8595,1
